,Date,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Target: Min_temp
0,2017.07.02,15.0,25.0,20.0,15.0,26.0,20.5,16.0
1,2017.07.03,16.0,25.0,20.5,15.0,25.0,20.0,12.0
2,2017.07.04,12.0,27.0,19.5,16.0,25.0,20.5,17.0
3,2017.07.05,17.0,30.0,23.5,12.0,27.0,19.5,17.0
4,2017.07.06,17.0,30.0,23.5,17.0,30.0,23.5,17.0
5,2017.07.07,17.0,28.0,22.5,17.0,30.0,23.5,16.0
6,2017.07.08,16.0,32.0,24.0,17.0,28.0,22.5,18.0
7,2017.07.09,18.0,30.0,24.0,16.0,32.0,24.0,20.0
8,2017.07.10,20.0,36.0,28.0,18.0,30.0,24.0,22.16
9,2017.07.11,22.16,31.48,26.82,20.0,36.0,28.0,19.55
10,2017.07.12,19.55,32.14,25.845,22.16,31.48,26.82,17.3
11,2017.07.13,17.3,24.78,21.04,19.55,32.14,25.845,14.39
12,2017.07.14,14.39,24.71,19.55,17.3,24.78,21.04,15.19
13,2017.07.15,15.19,24.83,20.009999999999998,14.39,24.71,19.55,14.36
14,2017.07.16,14.36,25.43,19.895,15.19,24.83,20.009999999999998,16.6
15,2017.07.17,16.6,29.02,22.810000000000002,14.36,25.43,19.895,19.56
16,2017.07.18,19.56,31.16,25.36,16.6,29.02,22.810000000000002,17.75
17,2017.07.19,17.75,33.04,25.395,19.56,31.16,25.36,18.64
18,2017.07.20,18.64,34.84,26.740000000000002,17.75,33.04,25.395,22.94
19,2017.07.21,22.94,33.28,28.11,18.64,34.84,26.740000000000002,21.52
20,2017.07.22,21.52,34.21,27.865000000000002,22.94,33.28,28.11,21.58
21,2017.07.23,21.58,33.89,27.735,21.52,34.21,27.865000000000002,21.92
22,2017.07.24,21.92,30.87,26.395000000000003,21.58,33.89,27.735,15.1
23,2017.07.25,15.1,22.1,18.6,21.92,30.87,26.395000000000003,13.2
24,2017.07.26,13.2,20.7,16.95,15.1,22.1,18.6,12.8
25,2017.07.27,12.8,20.7,16.75,13.2,20.7,16.95,15.9
26,2017.07.28,15.9,23.1,19.5,12.8,20.7,16.75,16.0
27,2017.07.29,16.0,26.4,21.2,15.9,23.1,19.5,16.4
28,2017.07.30,16.4,27.9,22.15,16.0,26.4,21.2,18.3
29,2017.07.31,18.3,30.0,24.15,16.4,27.9,22.15,20.8
30,2017.08.01,20.8,31.7,26.25,18.3,30.0,24.15,23.4
31,2017.08.02,23.4,34.7,29.05,20.8,31.7,26.25,20.5
32,2017.08.03,20.5,34.6,27.55,23.4,34.7,29.05,22.6
33,2017.08.04,22.6,36.8,29.7,20.5,34.6,27.55,24.9
34,2017.08.05,24.9,33.8,29.349999999999998,22.6,36.8,29.7,23.1
35,2017.08.06,23.1,32.7,27.900000000000002,24.9,33.8,29.349999999999998,16.6
36,2017.08.07,16.6,23.7,20.15,23.1,32.7,27.900000000000002,13.7
37,2017.08.08,13.7,29.2,21.45,16.6,23.7,20.15,18.2
38,2017.08.09,18.2,29.3,23.75,13.7,29.2,21.45,22.9
39,2017.08.10,22.9,36.1,29.5,18.2,29.3,23.75,22.4
40,2017.08.11,22.4,34.3,28.349999999999998,22.9,36.1,29.5,19.9
41,2017.08.12,19.9,23.5,21.7,22.4,34.3,28.349999999999998,17.1
42,2017.08.13,17.1,26.4,21.75,19.9,23.5,21.7,12.7
43,2017.08.14,12.7,25.2,18.95,17.1,26.4,21.75,14.9
44,2017.08.15,14.9,27.4,21.15,12.7,25.2,18.95,14.6
45,2017.08.16,14.6,28.0,21.3,14.9,27.4,21.15,16.3
46,2017.08.17,16.3,30.8,23.55,14.6,28.0,21.3,18.0
47,2017.08.18,18.0,32.9,25.45,16.3,30.8,23.55,20.5
48,2017.08.19,20.5,32.7,26.6,18.0,32.9,25.45,14.7
49,2017.08.20,14.7,20.9,17.799999999999997,20.5,32.7,26.6,13.1
50,2017.08.21,13.1,23.4,18.25,14.7,20.9,17.799999999999997,10.7
51,2017.08.22,10.7,22.5,16.6,13.1,23.4,18.25,10.8
52,2017.08.23,10.8,23.7,17.25,10.7,22.5,16.6,9.1
53,2017.08.24,9.1,26.3,17.7,10.8,23.7,17.25,14.1
54,2017.08.25,14.1,29.5,21.8,9.1,26.3,17.7,16.4
55,2017.08.26,16.4,30.2,23.299999999999997,14.1,29.5,21.8,18.3
56,2017.08.27,18.3,32.2,25.25,16.4,30.2,23.299999999999997,17.0
57,2017.08.28,17.0,25.3,21.15,18.3,32.2,25.25,14.7
58,2017.08.29,14.7,25.7,20.2,17.0,25.3,21.15,12.1
59,2017.08.30,12.1,28.0,20.05,14.7,25.7,20.2,12.8
60,2017.08.31,12.8,28.5,20.65,12.1,28.0,20.05,15.8
61,2017.09.01,15.8,31.0,23.4,12.8,28.5,20.65,16.0
62,2017.09.02,16.0,22.2,19.1,15.8,31.0,23.4,15.1
63,2017.09.03,15.1,20.2,17.65,16.0,22.2,19.1,12.1
64,2017.09.04,12.1,18.9,15.5,15.1,20.2,17.65,9.6
65,2017.09.05,9.6,21.6,15.600000000000001,12.1,18.9,15.5,10.4
66,2017.09.06,10.4,22.2,16.3,9.6,21.6,15.600000000000001,12.6
67,2017.09.07,12.6,19.5,16.05,10.4,22.2,16.3,8.7
68,2017.09.08,8.7,21.4,15.049999999999999,12.6,19.5,16.05,11.3
69,2017.09.09,11.3,24.5,17.9,8.7,21.4,15.049999999999999,13.8
70,2017.09.10,13.8,26.0,19.9,11.3,24.5,17.9,18.6
71,2017.09.11,18.6,26.1,22.35,13.8,26.0,19.9,14.3
72,2017.09.12,14.3,20.1,17.200000000000003,18.6,26.1,22.35,12.6
73,2017.09.13,12.6,22.0,17.3,14.3,20.1,17.200000000000003,12.6
74,2017.09.14,12.6,22.7,17.65,12.6,22.0,17.3,12.2
75,2017.09.15,12.2,17.3,14.75,12.6,22.7,17.65,13.0
76,2017.09.16,13.0,19.1,16.05,12.2,17.3,14.75,9.4
77,2017.09.17,9.4,16.6,13.0,13.0,19.1,16.05,10.3
78,2017.09.18,10.3,17.3,13.8,9.4,16.6,13.0,11.3
79,2017.09.19,11.3,14.8,13.05,10.3,17.3,13.8,12.5
80,2017.09.20,12.5,16.3,14.4,11.3,14.8,13.05,12.2
81,2017.09.21,12.2,13.8,13.0,12.5,16.3,14.4,10.5
82,2017.09.22,10.5,17.0,13.75,12.2,13.8,13.0,10.4
83,2017.09.23,10.4,13.0,11.7,10.5,17.0,13.75,9.2
84,2017.09.24,9.2,16.7,12.95,10.4,13.0,11.7,10.9
85,2017.09.25,10.9,16.9,13.899999999999999,9.2,16.7,12.95,7.8
86,2017.09.26,7.8,20.9,14.35,10.9,16.9,13.899999999999999,12.1
87,2017.09.27,12.1,16.7,14.399999999999999,7.8,20.9,14.35,8.0
88,2017.09.28,8.0,16.6,12.3,12.1,16.7,14.399999999999999,5.5
89,2017.09.29,5.5,16.8,11.15,8.0,16.6,12.3,4.3
90,2017.09.30,4.3,16.9,10.6,5.5,16.8,11.15,4.7
91,2017.10.01,4.7,16.2,10.45,4.3,16.9,10.6,3.1
92,2017.10.02,3.1,17.0,10.05,4.7,16.2,10.45,4.9
93,2017.10.03,4.9,15.6,10.25,3.1,17.0,10.05,10.1
94,2017.10.04,10.1,16.1,13.100000000000001,4.9,15.6,10.25,10.5
95,2017.10.05,10.5,19.6,15.05,10.1,16.1,13.100000000000001,10.5
96,2017.10.06,10.5,14.9,12.7,10.5,19.6,15.05,8.3
97,2017.10.07,8.3,14.8,11.55,10.5,14.9,12.7,6.8
98,2017.10.08,6.8,14.8,10.8,8.3,14.8,11.55,9.1
99,2017.10.09,9.1,13.6,11.35,6.8,14.8,10.8,8.2
100,2017.10.10,8.2,16.0,12.1,9.1,13.6,11.35,10.6
101,2017.10.11,10.6,17.8,14.2,8.2,16.0,12.1,8.2
102,2017.10.12,8.2,20.3,14.25,10.6,17.8,14.2,11.0
103,2017.10.13,11.0,17.6,14.3,8.2,20.3,14.25,9.0
104,2017.10.14,9.0,18.4,13.7,11.0,17.6,14.3,9.0
105,2017.10.15,9.0,20.5,14.75,9.0,18.4,13.7,9.7
106,2017.10.16,9.7,21.0,15.35,9.0,20.5,14.75,9.6
107,2017.10.17,9.6,21.4,15.5,9.7,21.0,15.35,10.8
108,2017.10.18,10.8,20.5,15.65,9.6,21.4,15.5,8.0
109,2017.10.19,8.0,18.8,13.4,10.8,20.5,15.65,7.7
110,2017.10.20,7.7,19.4,13.549999999999999,8.0,18.8,13.4,7.7
111,2017.10.21,7.7,16.9,12.299999999999999,7.7,19.4,13.549999999999999,8.6
112,2017.10.22,8.6,16.4,12.5,7.7,16.9,12.299999999999999,9.3
113,2017.10.23,9.3,10.6,9.95,8.6,16.4,12.5,5.0
114,2017.10.24,5.0,13.1,9.05,9.3,10.6,9.95,2.8
115,2017.10.25,2.8,12.2,7.5,5.0,13.1,9.05,6.1
116,2017.10.26,6.1,15.3,10.7,2.8,12.2,7.5,8.8
117,2017.10.27,8.8,14.6,11.7,6.1,15.3,10.7,6.1
118,2017.10.28,6.1,10.0,8.05,8.8,14.6,11.7,5.4
119,2017.10.29,5.4,10.2,7.8,6.1,10.0,8.05,4.2
120,2017.10.30,4.2,8.0,6.1,5.4,10.2,7.8,2.9
121,2017.10.31,2.9,8.4,5.65,4.2,8.0,6.1,0.5
122,2017.11.01,0.5,10.0,5.25,2.9,8.4,5.65,3.2
123,2017.11.02,3.2,11.6,7.4,0.5,10.0,5.25,3.9
124,2017.11.03,3.9,11.4,7.65,3.2,11.6,7.4,1.3
125,2017.11.04,1.3,11.4,6.3500000000000005,3.9,11.4,7.65,4.9
126,2017.11.05,4.9,11.7,8.3,1.3,11.4,6.3500000000000005,5.8
127,2017.11.06,5.8,12.7,9.25,4.9,11.7,8.3,2.9
128,2017.11.07,2.9,11.2,7.05,5.8,12.7,9.25,6.2
129,2017.11.08,6.2,10.4,8.3,2.9,11.2,7.05,7.0
130,2017.11.09,7.0,9.8,8.4,6.2,10.4,8.3,3.1
131,2017.11.10,3.1,8.6,5.85,7.0,9.8,8.4,4.6
132,2017.11.11,4.6,10.5,7.55,3.1,8.6,5.85,4.3
133,2017.11.12,4.3,9.7,7.0,4.6,10.5,7.55,5.1
134,2017.11.13,5.1,9.1,7.1,4.3,9.7,7.0,2.7
135,2017.11.14,2.7,7.2,4.95,5.1,9.1,7.1,-3.1
136,2017.11.15,-3.1,5.8,1.3499999999999999,2.7,7.2,4.95,0.7
137,2017.11.16,0.7,6.4,3.5500000000000003,-3.1,5.8,1.3499999999999999,-0.1
138,2017.11.17,-0.1,6.2,3.0500000000000003,0.7,6.4,3.5500000000000003,-0.0
139,2017.11.18,-0.0,5.3,2.65,-0.1,6.2,3.0500000000000003,-0.1
140,2017.11.19,-0.1,6.1,3.0,-0.0,5.3,2.65,2.2
141,2017.11.20,2.2,5.9,4.050000000000001,-0.1,6.1,3.0,1.5
142,2017.11.21,1.5,7.8,4.65,2.2,5.9,4.050000000000001,3.0
143,2017.11.22,3.0,9.1,6.05,1.5,7.8,4.65,-0.2
144,2017.11.23,-0.2,8.4,4.1000000000000005,3.0,9.1,6.05,2.4
145,2017.11.24,2.4,7.8,5.1,-0.2,8.4,4.1000000000000005,5.1
146,2017.11.25,5.1,8.8,6.95,2.4,7.8,5.1,2.3
147,2017.11.26,2.3,6.3,4.3,5.1,8.8,6.95,-0.3
148,2017.11.27,-0.3,5.0,2.35,2.3,6.3,4.3,-3.0
149,2017.11.28,-3.0,4.4,0.7000000000000002,-0.3,5.0,2.35,-2.0
150,2017.11.29,-2.0,2.1,0.050000000000000044,-3.0,4.4,0.7000000000000002,0.8
151,2017.11.30,0.8,3.7,2.25,-2.0,2.1,0.050000000000000044,-3.9
152,2017.12.01,-3.9,3.1,-0.3999999999999999,0.8,3.7,2.25,-5.9
153,2017.12.02,-5.9,-0.1,-3.0,-3.9,3.1,-0.3999999999999999,-5.6
154,2017.12.03,-5.6,-1.3,-3.4499999999999997,-5.9,-0.1,-3.0,-3.7
155,2017.12.04,-3.7,1.5,-1.1,-5.6,-1.3,-3.4499999999999997,-0.5
156,2017.12.05,-0.5,2.8,1.15,-3.7,1.5,-1.1,-0.1
157,2017.12.06,-0.1,3.3,1.5999999999999999,-0.5,2.8,1.15,-2.7
158,2017.12.07,-2.7,4.7,1.0,-0.1,3.3,1.5999999999999999,-2.9
159,2017.12.08,-2.9,7.6,2.3499999999999996,-2.7,4.7,1.0,0.1
160,2017.12.09,0.1,2.5,1.3,-2.9,7.6,2.3499999999999996,-2.8
161,2017.12.10,-2.8,2.5,-0.1499999999999999,0.1,2.5,1.3,2.3
162,2017.12.11,2.3,10.4,6.35,-2.8,2.5,-0.1499999999999999,10.0
163,2017.12.12,10.0,13.7,11.85,2.3,10.4,6.35,0.9
164,2017.12.13,0.9,5.0,2.95,10.0,13.7,11.85,-1.8
165,2017.12.14,-1.8,5.5,1.85,0.9,5.0,2.95,3.0
166,2017.12.15,3.0,8.7,5.85,-1.8,5.5,1.85,0.9
167,2017.12.16,0.9,5.5,3.2,3.0,8.7,5.85,-2.3
168,2017.12.17,-2.3,3.0,0.3500000000000001,0.9,5.5,3.2,-5.1
169,2017.12.18,-5.1,0.6,-2.25,-2.3,3.0,0.3500000000000001,-5.6
170,2017.12.19,-5.6,-1.0,-3.3,-5.1,0.6,-2.25,-7.2
171,2017.12.20,-7.2,-2.4,-4.8,-5.6,-1.0,-3.3,-8.8
172,2017.12.21,-8.8,-1.8,-5.300000000000001,-7.2,-2.4,-4.8,-1.8
173,2017.12.22,-1.8,3.4,0.7999999999999999,-8.8,-1.8,-5.300000000000001,-1.1
174,2017.12.23,-1.1,2.9,0.8999999999999999,-1.8,3.4,0.7999999999999999,2.9
175,2017.12.24,2.9,7.7,5.3,-1.1,2.9,0.8999999999999999,-2.6
176,2017.12.25,-2.6,6.2,1.8,2.9,7.7,5.3,-0.5
177,2017.12.26,-0.5,8.2,3.8499999999999996,-2.6,6.2,1.8,1.8
178,2017.12.27,1.8,8.0,4.9,-0.5,8.2,3.8499999999999996,2.2
179,2017.12.28,2.2,7.3,4.75,1.8,8.0,4.9,-1.8
180,2017.12.29,-1.8,2.4,0.29999999999999993,2.2,7.3,4.75,-4.3
181,2017.12.30,-4.3,2.0,-1.15,-1.8,2.4,0.29999999999999993,-0.3
182,2017.12.31,-0.3,4.4,2.0500000000000003,-4.3,2.0,-1.15,1.6
183,2018.01.01,1.6,7.0,4.3,-0.3,4.4,2.0500000000000003,1.2
184,2018.01.02,1.2,4.8,3.0,1.6,7.0,4.3,-1.0
185,2018.01.03,-1.0,4.1,1.5499999999999998,1.2,4.8,3.0,2.8
186,2018.01.04,2.8,7.7,5.25,-1.0,4.1,1.5499999999999998,2.9
187,2018.01.05,2.9,8.6,5.75,2.8,7.7,5.25,6.4
188,2018.01.06,6.4,12.5,9.45,2.9,8.6,5.75,4.0
189,2018.01.07,4.0,9.6,6.8,6.4,12.5,9.45,5.7
190,2018.01.08,5.7,8.3,7.0,4.0,9.6,6.8,4.7
191,2018.01.09,4.7,7.4,6.050000000000001,5.7,8.3,7.0,3.7
192,2018.01.10,3.7,5.4,4.550000000000001,4.7,7.4,6.050000000000001,2.8
193,2018.01.11,2.8,6.2,4.5,3.7,5.4,4.550000000000001,2.6
194,2018.01.12,2.6,4.6,3.5999999999999996,2.8,6.2,4.5,-0.7
195,2018.01.13,-0.7,2.4,0.85,2.6,4.6,3.5999999999999996,-3.4
196,2018.01.14,-3.4,-0.6,-2.0,-0.7,2.4,0.85,-5.2
197,2018.01.15,-5.2,-2.4,-3.8,-3.4,-0.6,-2.0,-3.7
198,2018.01.16,-3.7,1.3,-1.2000000000000002,-5.2,-2.4,-3.8,-4.7
199,2018.01.17,-4.7,3.0,-0.8500000000000001,-3.7,1.3,-1.2000000000000002,-1.0
200,2018.01.18,-1.0,3.5,1.25,-4.7,3.0,-0.8500000000000001,-0.3
201,2018.01.19,-0.3,4.6,2.15,-1.0,3.5,1.25,-4.1
202,2018.01.20,-4.1,3.1,-0.4999999999999998,-0.3,4.6,2.15,-2.2
203,2018.01.21,-2.2,2.2,0.0,-4.1,3.1,-0.4999999999999998,-3.4
204,2018.01.22,-3.4,1.3,-1.0499999999999998,-2.2,2.2,0.0,-7.9
205,2018.01.23,-7.9,-0.7,-4.3,-3.4,1.3,-1.0499999999999998,-12.5
206,2018.01.24,-12.5,-2.3,-7.4,-7.9,-0.7,-4.3,-5.9
207,2018.01.25,-5.9,1.4,-2.25,-12.5,-2.3,-7.4,-5.1
208,2018.01.26,-5.1,0.2,-2.4499999999999997,-5.9,1.4,-2.25,-4.3
209,2018.01.27,-4.3,2.0,-1.15,-5.1,0.2,-2.4499999999999997,-2.8
210,2018.01.28,-2.8,3.9,0.55,-4.3,2.0,-1.15,0.9
211,2018.01.29,0.9,8.5,4.7,-2.8,3.9,0.55,-0.9
212,2018.01.30,-0.9,6.6,2.8499999999999996,0.9,8.5,4.7,-2.2
213,2018.01.31,-2.2,4.7,1.25,-0.9,6.6,2.8499999999999996,3.8
214,2018.02.01,3.8,8.3,6.050000000000001,-2.2,4.7,1.25,4.0
215,2018.02.02,4.0,8.7,6.35,3.8,8.3,6.050000000000001,0.2
216,2018.02.03,0.2,2.4,1.3,4.0,8.7,6.35,-1.9
217,2018.02.04,-1.9,2.4,0.25,0.2,2.4,1.3,-4.4
218,2018.02.05,-4.4,1.9,-1.2500000000000002,-1.9,2.4,0.25,-2.0
219,2018.02.06,-2.0,0.2,-0.9,-4.4,1.9,-1.2500000000000002,-3.3
220,2018.02.07,-3.3,2.3,-0.5,-2.0,0.2,-0.9,0.1
221,2018.02.08,0.1,2.8,1.45,-3.3,2.3,-0.5,-2.8
222,2018.02.09,-2.8,1.4,-0.7,0.1,2.8,1.45,-2.2
223,2018.02.10,-2.2,1.1,-0.55,-2.8,1.4,-0.7,-4.7
224,2018.02.11,-4.7,1.8,-1.4500000000000002,-2.2,1.1,-0.55,-3.5
225,2018.02.12,-3.5,3.3,-0.10000000000000009,-4.7,1.8,-1.4500000000000002,-2.0
226,2018.02.13,-2.0,2.6,0.30000000000000004,-3.5,3.3,-0.10000000000000009,-1.0
227,2018.02.14,-1.0,1.7,0.35,-2.0,2.6,0.30000000000000004,-4.6
228,2018.02.15,-4.6,2.1,-1.2499999999999998,-1.0,1.7,0.35,-7.0
229,2018.02.16,-7.0,2.4,-2.3,-4.6,2.1,-1.2499999999999998,-2.6
230,2018.02.17,-2.6,2.0,-0.30000000000000004,-7.0,2.4,-2.3,-4.3
231,2018.02.18,-4.3,3.3,-0.5,-2.6,2.0,-0.30000000000000004,-9.3
232,2018.02.19,-9.3,1.0,-4.15,-4.3,3.3,-0.5,-1.6
233,2018.02.20,-1.6,0.9,-0.35000000000000003,-9.3,1.0,-4.15,-0.9
234,2018.02.21,-0.9,1.7,0.39999999999999997,-1.6,0.9,-0.35000000000000003,-3.0
235,2018.02.22,-3.0,0.4,-1.3,-0.9,1.7,0.39999999999999997,-3.5
236,2018.02.23,-3.5,2.0,-0.75,-3.0,0.4,-1.3,-9.3
237,2018.02.24,-9.3,-0.1,-4.7,-3.5,2.0,-0.75,-11.9
238,2018.02.25,-11.9,-6.6,-9.25,-9.3,-0.1,-4.7,-11.3
239,2018.02.26,-11.3,-6.1,-8.7,-11.9,-6.6,-9.25,-9.7
240,2018.02.27,-9.7,-7.2,-8.45,-11.3,-6.1,-8.7,-13.1
241,2018.02.28,-13.1,-6.5,-9.8,-9.7,-7.2,-8.45,-12.9
242,2018.03.01,-12.9,-7.4,-10.15,-13.1,-6.5,-9.8,-9.9
243,2018.03.02,-9.9,-6.3,-8.1,-12.9,-7.4,-10.15,-13.5
244,2018.03.03,-13.5,-4.4,-8.95,-9.9,-6.3,-8.1,-16.6
245,2018.03.04,-16.6,-3.6,-10.100000000000001,-13.5,-4.4,-8.95,-17.4
246,2018.03.05,-17.4,-2.4,-9.899999999999999,-16.6,-3.6,-10.100000000000001,-2.0
247,2018.03.06,-2.0,1.8,-0.09999999999999998,-17.4,-2.4,-9.899999999999999,-2.6
248,2018.03.07,-2.6,6.0,1.7,-2.0,1.8,-0.09999999999999998,-2.8
249,2018.03.08,-2.8,6.4,1.8000000000000003,-2.6,6.0,1.7,-2.0
250,2018.03.09,-2.0,9.3,3.6500000000000004,-2.8,6.4,1.8000000000000003,1.3
251,2018.03.10,1.3,9.7,5.5,-2.0,9.3,3.6500000000000004,4.9
252,2018.03.11,4.9,12.3,8.600000000000001,1.3,9.7,5.5,9.4
253,2018.03.12,9.4,13.4,11.4,4.9,12.3,8.600000000000001,6.1
254,2018.03.13,6.1,12.6,9.35,9.4,13.4,11.4,5.3
255,2018.03.14,5.3,10.9,8.1,6.1,12.6,9.35,4.4
256,2018.03.15,4.4,10.2,7.3,5.3,10.9,8.1,6.2
257,2018.03.16,6.2,9.9,8.05,4.4,10.2,7.3,0.6
258,2018.03.17,0.6,5.8,3.1999999999999997,6.2,9.9,8.05,-4.7
259,2018.03.18,-4.7,-0.4,-2.5500000000000003,0.6,5.8,3.1999999999999997,-6.5
260,2018.03.19,-6.5,0.6,-2.95,-4.7,-0.4,-2.5500000000000003,-4.1
261,2018.03.20,-4.1,0.0,-2.05,-6.5,0.6,-2.95,-3.5
262,2018.03.21,-3.5,2.8,-0.3500000000000001,-4.1,0.0,-2.05,-7.8
263,2018.03.22,-7.8,2.8,-2.5,-3.5,2.8,-0.3500000000000001,-6.1
264,2018.03.23,-6.1,6.1,0.0,-7.8,2.8,-2.5,-3.5
265,2018.03.24,-3.5,6.3,1.4,-6.1,6.1,0.0,-3.6
266,2018.03.25,-3.6,7.8,2.0999999999999996,-3.5,6.3,1.4,-2.1
267,2018.03.26,-2.1,8.6,3.25,-3.6,7.8,2.0999999999999996,1.9
268,2018.03.27,1.9,9.3,5.6000000000000005,-2.1,8.6,3.25,-0.7
269,2018.03.28,-0.7,10.6,4.95,1.9,9.3,5.6000000000000005,3.2
270,2018.03.29,3.2,11.1,7.15,-0.7,10.6,4.95,4.2
271,2018.03.30,4.2,11.9,8.05,3.2,11.1,7.15,7.4
272,2018.03.31,7.4,14.2,10.8,4.2,11.9,8.05,6.3
273,2018.04.01,6.3,10.5,8.4,7.4,14.2,10.8,5.2
274,2018.04.02,5.2,11.2,8.2,6.3,10.5,8.4,6.4
275,2018.04.03,6.4,15.3,10.850000000000001,5.2,11.2,8.2,9.1
276,2018.04.04,9.1,17.2,13.149999999999999,6.4,15.3,10.850000000000001,10.7
277,2018.04.05,10.7,17.7,14.2,9.1,17.2,13.149999999999999,9.0
278,2018.04.06,9.0,14.7,11.85,10.7,17.7,14.2,7.2
279,2018.04.07,7.2,16.1,11.65,9.0,14.7,11.85,8.2
280,2018.04.08,8.2,18.8,13.5,7.2,16.1,11.65,11.6
281,2018.04.09,11.6,21.0,16.3,8.2,18.8,13.5,10.7
282,2018.04.10,10.7,17.4,14.049999999999999,11.6,21.0,16.3,8.9
283,2018.04.11,8.9,17.1,13.0,10.7,17.4,14.049999999999999,11.0
284,2018.04.12,11.0,22.1,16.55,8.9,17.1,13.0,13.4
285,2018.04.13,13.4,18.5,15.95,11.0,22.1,16.55,10.5
286,2018.04.14,10.5,21.2,15.85,13.4,18.5,15.95,13.3
287,2018.04.15,13.3,22.9,18.1,10.5,21.2,15.85,15.1
288,2018.04.16,15.1,19.0,17.05,13.3,22.9,18.1,12.9
289,2018.04.17,12.9,19.9,16.4,15.1,19.0,17.05,14.5
290,2018.04.18,14.5,20.1,17.3,12.9,19.9,16.4,10.6
291,2018.04.19,10.6,20.9,15.75,14.5,20.1,17.3,10.6
292,2018.04.20,10.6,19.8,15.2,10.6,20.9,15.75,8.9
293,2018.04.21,8.9,19.9,14.399999999999999,10.6,19.8,15.2,10.0
294,2018.04.22,10.0,22.8,16.4,8.9,19.9,14.399999999999999,13.2
295,2018.04.23,13.2,25.3,19.25,10.0,22.8,16.4,14.5
296,2018.04.24,14.5,22.6,18.55,13.2,25.3,19.25,12.8
297,2018.04.25,12.8,24.7,18.75,14.5,22.6,18.55,13.9
298,2018.04.26,13.9,22.5,18.2,12.8,24.7,18.75,10.9
299,2018.04.27,10.9,18.4,14.649999999999999,13.9,22.5,18.2,10.8
300,2018.04.28,10.8,24.7,17.75,10.9,18.4,14.649999999999999,16.2
301,2018.04.29,16.2,23.3,19.75,10.8,24.7,17.75,16.0
302,2018.04.30,16.0,23.8,19.9,16.2,23.3,19.75,14.0
303,2018.05.01,14.0,23.5,18.75,16.0,23.8,19.9,15.0
304,2018.05.02,15.0,24.6,19.8,14.0,23.5,18.75,15.0
305,2018.05.03,15.0,24.9,19.95,15.0,24.6,19.8,15.0
306,2018.05.04,15.0,26.6,20.8,15.0,24.9,19.95,18.6
307,2018.05.05,18.6,27.6,23.1,15.0,26.6,20.8,17.3
308,2018.05.06,17.3,23.5,20.4,18.6,27.6,23.1,15.2
309,2018.05.07,15.2,22.6,18.9,17.3,23.5,20.4,13.0
310,2018.05.08,13.0,20.7,16.85,15.2,22.6,18.9,13.4
311,2018.05.09,13.4,23.6,18.5,13.0,20.7,16.85,16.4
312,2018.05.10,16.4,24.5,20.45,13.4,23.6,18.5,14.2
313,2018.05.11,14.2,24.9,19.549999999999997,16.4,24.5,20.45,16.4
314,2018.05.12,16.4,23.2,19.799999999999997,14.2,24.9,19.549999999999997,13.4
315,2018.05.13,13.4,22.5,17.95,16.4,23.2,19.799999999999997,13.7
316,2018.05.14,13.7,20.0,16.85,13.4,22.5,17.95,11.4
317,2018.05.15,11.4,18.2,14.8,13.7,20.0,16.85,9.4
318,2018.05.16,9.4,17.7,13.55,11.4,18.2,14.8,12.8
319,2018.05.17,12.8,18.2,15.5,9.4,17.7,13.55,14.1
320,2018.05.18,14.1,22.4,18.25,12.8,18.2,15.5,12.7
321,2018.05.19,12.7,22.7,17.7,14.1,22.4,18.25,11.3
322,2018.05.20,11.3,21.9,16.6,12.7,22.7,17.7,14.0
323,2018.05.21,14.0,22.4,18.2,11.3,21.9,16.6,13.6
324,2018.05.22,13.6,21.2,17.4,14.0,22.4,18.2,15.7
325,2018.05.23,15.7,23.0,19.35,13.6,21.2,17.4,16.4
326,2018.05.24,16.4,25.9,21.15,15.7,23.0,19.35,18.1
327,2018.05.25,18.1,23.1,20.6,16.4,25.9,21.15,16.2
328,2018.05.26,16.2,26.2,21.2,18.1,23.1,20.6,17.2
329,2018.05.27,17.2,25.0,21.1,16.2,26.2,21.2,17.3
330,2018.05.28,17.3,26.6,21.950000000000003,17.2,25.0,21.1,18.2
331,2018.05.29,18.2,23.8,21.0,17.3,26.6,21.950000000000003,16.2
332,2018.05.30,16.2,25.4,20.799999999999997,18.2,23.8,21.0,17.0
333,2018.05.31,17.0,27.3,22.15,16.2,25.4,20.799999999999997,18.1
334,2018.06.01,18.1,28.4,23.25,17.0,27.3,22.15,18.5
335,2018.06.02,18.5,26.9,22.7,18.1,28.4,23.25,20.0
336,2018.06.03,20.0,27.2,23.6,18.5,26.9,22.7,17.3
337,2018.06.04,17.3,26.4,21.85,20.0,27.2,23.6,17.9
338,2018.06.05,17.9,26.4,22.15,17.3,26.4,21.85,17.3
339,2018.06.06,17.3,21.7,19.5,17.9,26.4,22.15,16.2
340,2018.06.07,16.2,23.4,19.799999999999997,17.3,21.7,19.5,17.6
341,2018.06.08,17.6,24.6,21.1,16.2,23.4,19.799999999999997,17.7
342,2018.06.09,17.7,23.6,20.65,17.6,24.6,21.1,19.1
343,2018.06.10,19.1,27.8,23.450000000000003,17.7,23.6,20.65,21.5
344,2018.06.11,21.5,28.5,25.0,19.1,27.8,23.450000000000003,19.2
345,2018.06.12,19.2,27.7,23.45,21.5,28.5,25.0,18.0
